,TC,IMPORTE,TOTAL MX,TOTAL SAT
1513,1.0,84.6,98.14,98.14
1514,1.0,306.55,355.59,355.59
1515,1.0,0.0,0.0,0.0
1516,1.0,3248.31,3248.31,3248.31
1517,1.0,0.0,0.0,0.0
1518,1.0,5168.5,5685.35,5685.35
1519,1.0,7405.6,8590.5,8590.5
1520,1.0,10968.84,12065.72,12065.72
1521,1.0,13793.1,16000.0,16000.0
1522,1.0,0.0,0.0,0.0
1523,1.0,0.0,0.0,0.0
1524,1.0,6000.0,6960.0,6960.0
1525,1.0,220.0,255.2,255.2
1526,1.0,1253.26,1453.79,1453.79
1527,1.0,110.51,128.19,128.19
1528,1.0,1408.4,1633.74,1633.74
1529,1.0,2359.8,2372.57,2372.57
1530,1.0,1429.8,1666.75,1666.75
1531,1.0,10346.18,11380.8,11380.8
1532,1.0,1068.5,1239.46,1239.46
1533,1.0,390.0,452.4,452.4
1534,1.0,21245.47,24644.75,24644.75
1535,1.0,68.97,80.01,80.01
1536,1.0,1500.0,1740.0,1740.0
1537,1.0,2158.8,2504.21,2504.21
1538,1.0,0.0,0.0,0.0
1539,1.0,1000.0,1160.0,1160.0
1540,1.0,9.57,11.1,11.1
1541,1.0,0.0,0.0,0.0
1542,1.0,0.0,683.03,4951.95
1543,1.0,0.0,0.0,0.0
1544,1.0,1612.9,1870.96,1870.96
1545,1.0,2025.86,2350.0,2350.0
1546,1.0,140.0,140.0,140.0
1547,1.0,0.0,0.0,0.0
1548,1.0,5400.0,6264.0,6264.0
1549,1.0,5400.0,6264.0,6264.0
1550,1.0,5300.0,5348.0,5348.0
1551,1.0,8932.0,10361.12,10361.12
1552,1.0,259.61,300.0,300.0
1553,1.0,189.59,219.93,219.93
1554,1.0,1960.0,2273.6,2273.6
1555,1.0,4038.8,4685.0,4685.0
1556,1.0,933.78,1083.18,1083.18
1557,1.0,1500.0,1740.0,1740.0
1558,1.0,1743.05,2021.94,2021.94
1559,1.0,0.0,0.0,0.0
1560,1.0,15000.0,17400.0,17400.0
1561,1.0,428.0,496.48,496.48
1562,1.0,0.0,0.0,0.0
1563,1.0,0.0,0.0,0.0
1564,1.0,15000.0,14300.0,14300.0
1565,1.0,163.62,189.8,189.8
1566,1.0,51.36,59.57,59.57
1567,1.0,18.97,22.0,22.0
1568,1.0,12000.0,13920.0,13920.0
1569,1.0,400.0,464.0,464.0
1570,1.0,728.0,844.48,844.48
1571,1.0,0.0,0.0,0.0
1572,1.0,0.0,0.0,0.0
1573,1.0,4539.0,5265.24,5265.24
1574,1.0,4187.25,4857.21,4857.21
1575,1.0,5932.98,6170.3,6170.3
1576,1.0,273.95,317.78,317.78
1577,1.0,21551.72,25000.0,25000.0
1578,1.0,0.0,0.0,0.0
1579,1.0,203.01,235.49,235.49
1580,1.0,123.28,143.0,143.0
1581,1.0,18.97,22.0,22.0
1582,1.0,165.06,191.47,191.47
1583,1.0,0.0,0.0,0.0
1584,1.0,4800.67,5568.78,5568.78
1585,1.0,2970.0,3445.2,3445.2
1586,1.0,336.0,389.76,389.76
1587,1.0,561.6,651.46,651.46
1588,1.0,68.97,80.0,80.0
1589,1.0,490.0,568.4,568.4
1590,1.0,105.0,121.8,121.8
1591,1.0,5623.99,6186.39,6186.39
1592,1.0,10301.37,11331.51,11331.51
1593,1.0,181.38,210.4,210.4
1594,1.0,2035.04,2360.63,2360.63
1595,1.0,0.0,0.0,0.0
1596,1.0,0.0,0.0,0.0
1597,1.0,9873.08,10860.39,10860.39
1598,1.0,6260.0,7261.6,7261.6
1599,1.0,2585.0,2998.6,2998.6
1600,1.0,920.0,1067.2,1067.2
1601,1.0,300.26,348.3,348.3
1602,1.0,175.0,175.0,175.0
1603,1.0,386.72,448.59,448.59
1604,1.0,463.55,539.28,549.01
1605,1.0,3512.1,4081.5,4128.12
1606,1.0,4786.01,5551.77,5551.77
1607,1.0,4785.99,5551.75,5551.75
1608,1.0,1047.91,1210.02,1210.02
1609,1.0,2398.0,2723.5,3027.0
1610,1.0,0.0,0.0,0.0
1611,1.0,5000.0,4766.5,4766.5
1612,1.0,1950.0,2262.0,2262.0
1613,1.0,0.0,0.0,478.0
1614,1.0,4.03,4.67,4.67
1615,1.0,1560.0,1809.6,1809.6
1616,1.0,0.0,0.0,0.0
1617,1.0,2489.86,2888.24,2888.24
1618,1.0,0.0,0.0,1474.3
1619,1.0,0.0,0.0,170.0
1620,1.0,601.72,698.0,698.0
1621,1.0,0.0,0.0,0.0
1622,1.0,5451.89,6324.19,6324.19
1623,1.0,0.0,0.0,0.0
1624,1.0,6000.0,6960.0,6960.0
1625,1.0,1000.0,1160.0,1160.0
1626,1.0,1637.93,1900.0,1900.0
1627,1.0,198.0,230.63,236.57
1628,1.0,2398.0,2723.5,3027.0
1629,1.0,177.21,199.51,199.51
1630,1.0,13.79,16.0,16.0
1631,1.0,3245.96,3765.31,3765.31
1632,1.0,45.69,53.0,53.0
1633,1.0,0.0,0.0,3310.5
1634,1.0,0.0,0.0,2360.65
1635,1.0,390.0,452.4,452.4
1636,1.0,153.45,178.0,178.0
1637,1.0,546.25,633.65,633.65
1638,1.0,800.0,928.0,928.0
1639,1.0,0.0,0.0,0.0
1640,1.0,5155.18,5980.0,5980.0
1641,1.0,75.37,87.43,87.43
1642,1.0,18.97,22.0,22.0
1643,1.0,0.0,0.0,0.0
1644,1.0,112.5,130.5,130.5
1645,1.0,19425.05,22533.06,22533.06
1646,1.0,0.0,0.0,0.0
1647,1.0,1139.12,1321.38,1321.38
1648,1.0,640.0,742.4,742.4
1649,1.0,6122.28,6734.5,6734.5
1650,1.0,18223.23,20045.56,20045.56
1651,1.0,0.0,0.0,0.0
1652,1.0,0.0,0.0,0.0
1653,1.0,0.0,0.0,0.0
1654,1.0,2130.0,2470.8,2470.8
1655,1.0,476.0,552.16,552.16
1656,1.0,1500.0,1740.0,1740.0
1657,1.0,4500.0,5220.0,5220.0
1658,1.0,2938.25,3408.37,3408.37
1659,1.0,538.75,622.08,622.08
1660,1.0,2414.91,2793.52,2793.52
1661,1.0,71.75,83.23,83.23
1662,1.0,135.77,157.49,157.49
1663,1.0,516.66,599.33,599.33
1664,1.0,14339.44,15773.38,15773.38
1665,1.0,0.0,0.0,0.0
1666,1.0,0.0,0.0,0.0
1667,1.0,2398.0,2723.5,3027.0
1668,1.0,5300.0,5348.0,5348.0
1669,1.0,0.0,0.0,0.0
1670,1.0,173.21,200.0,200.0
1671,1.0,19106.72,22163.8,22163.8
1672,1.0,516.38,599.0,599.0
1673,1.0,0.0,0.0,0.0
1674,1.0,0.0,0.0,0.0
1675,1.0,0.0,0.0,0.0
1676,1.0,188.04,218.13,218.13
1677,1.0,554.94,643.73,643.73
1678,1.0,550.0,638.0,638.0
1679,1.0,300.0,348.0,348.0
1680,1.0,3269.4,3792.5,3792.5
1681,1.0,8024.96,9308.95,9308.95
1682,1.0,8024.96,9308.95,9308.95
1683,1.0,750.0,870.0,870.0
1684,1.0,0.0,0.0,0.0
1685,1.0,0.0,0.0,0.0
1686,1.0,0.0,0.0,0.0
1687,1.0,163.67,189.86,189.86
1688,1.0,82.0,82.0,82.0
1689,1.0,209.84,244.42,250.72
1690,1.0,5104.01,5920.65,5920.65
1691,1.0,12288.0,14254.08,14254.08
1692,1.0,2383.6,2764.98,2764.98
1693,1.0,7087.26,8221.22,8221.22
1694,1.0,1989.0,2307.24,2307.24
1695,1.0,89.48,103.8,103.8
1696,1.0,4997.1,5737.41,5737.41
1697,1.0,112.0,129.92,129.92
1698,1.0,1741.38,2020.0,2020.0
1699,1.0,6000.0,6960.0,6960.0
1700,1.0,439.0,509.24,509.24
1701,1.0,5156.0,5980.96,5980.96
1702,1.0,530.4,615.26,615.26
1703,1.0,175.0,175.0,175.0
1704,1.0,2398.0,2723.5,28600.0
1705,1.0,606.22,700.0,700.0
1706,1.0,160.02,185.62,185.62
1707,1.0,1573.83,1825.64,1825.64
1708,1.0,1573.83,1825.64,1825.64
1709,1.0,1573.83,1825.64,1825.64
1710,1.0,1405.25,1630.09,1630.09
1711,1.0,1405.25,1630.09,1630.09
1712,1.0,1573.83,1825.64,1825.64
1713,1.0,1573.83,1825.64,1825.64
1714,1.0,1573.83,1825.64,1825.64
1715,1.0,1405.25,1630.09,1630.09
1716,1.0,1573.83,1825.64,1825.64
1717,1.0,1573.83,1825.64,1825.64
1718,1.0,1573.83,1825.64,1825.64
1719,1.0,1405.25,1630.09,1630.09
1720,1.0,1405.25,1630.09,1630.09
1721,1.0,-1405.25,-1630.09,-1630.09
1722,1.0,-1573.83,-1825.64,-1825.64
1723,1.0,-1405.25,-1630.09,-1630.09
1724,1.0,-1573.83,-1825.64,-1825.64
1725,1.0,-1573.83,-1825.64,-1825.64
1726,1.0,-1573.83,-1825.64,-1825.64
1727,1.0,-1405.25,-1630.09,-1630.09
1728,1.0,-1573.83,-1825.64,-1825.64
1729,1.0,-1573.83,-1825.64,-1825.64
1730,1.0,-1405.25,-1630.09,-1630.09
1731,1.0,-1405.25,-1630.09,-1630.09
1732,1.0,-1573.83,-1825.64,-1825.64
1733,1.0,-1573.83,-1825.64,-1825.64
1734,1.0,-1573.83,-1825.64,-1825.64
1735,1.0,4310.35,5000.01,5000.01
1736,1.0,2070.0,2401.2,2401.2
1737,1.0,1200.0,1392.0,1392.0
1738,1.0,3989.66,4627.99,4627.99
1739,1.0,346.0,401.36,401.36
1740,1.0,2398.0,2723.5,33136.55
1741,1.0,6123.21,6735.53,6735.53
1742,1.0,2000.0,2320.0,2320.0
1743,1.0,17806.11,19586.72,19586.72
1744,1.0,1923.78,2231.58,2231.58
1745,1.0,16987.23,19705.19,19705.19
1746,1.0,627.21,727.56,727.56
1747,1.0,3121.69,3597.99,3597.99
1748,1.0,384.07,445.52,445.52
1749,1.0,150.02,174.02,174.02
1750,1.0,2500.0,2900.0,2900.0
1751,1.0,1250.0,1450.0,1450.0
1752,1.0,1560.0,1809.6,1809.6
1753,1.0,14315.53,15747.08,15747.08
1754,1.0,6570.0,7621.2,7621.2
1755,1.0,1156.8,1341.89,1341.89
1756,1.0,5920.5,6867.78,6867.78
1757,1.0,1155.0,1339.8,1339.8
1758,1.0,657.5,762.7,762.7
1759,1.0,5300.0,5348.0,5348.0
1760,1.0,0.0,0.0,0.0
1761,1.0,259.81,300.0,300.0
1762,1.0,129.9,150.0,150.0
1763,1.0,173.21,200.0,200.0
1764,1.0,110.36,128.02,128.02
1765,1.0,0.0,0.0,0.0
1766,1.0,1250.0,1450.0,1450.0
1767,1.0,263.22,305.34,305.34
1768,1.0,140.0,140.0,140.0
1769,1.0,0.0,0.0,0.0
1770,1.0,181.03,210.0,210.0
1771,1.0,0.0,0.0,1205.25
1772,1.0,154.91,179.7,179.7
1773,1.0,31.03,36.0,36.0
1774,1.0,230.16,267.0,267.0
1775,1.0,146.55,170.0,170.0
1776,1.0,1305.0,1513.8,1513.8
1777,1.0,1720.0,1995.2,1995.2
1778,1.0,16170.0,18757.2,18757.2
1779,1.0,259.81,300.0,300.0
1780,1.0,457.58,530.79,530.79
1781,1.0,259.6,300.0,300.0
1782,1.0,1980.0,2296.8,2296.8
1783,1.0,337.35,391.33,391.33
1784,1.0,1246.62,1446.08,1446.08
1785,1.0,0.0,0.0,0.0
1786,1.0,0.0,0.0,0.0
1787,1.0,0.0,0.0,0.0
1788,1.0,0.0,0.0,0.0
1789,1.0,0.0,0.0,0.0
1790,1.0,4963.2,5757.31,5757.31
1791,1.0,3298.08,3825.77,3825.77
1792,1.0,1200.0,1392.0,1392.0
1793,1.0,1437.69,1667.72,1667.72
1794,1.0,9.24,10.72,10.72
1795,1.0,126.45,139.0,139.0
1796,1.0,264.0,306.24,306.24
1797,1.0,1000.0,1160.0,1160.0
1798,1.0,11404.8,13229.57,13229.57
1799,1.0,109.12,126.58,126.58
1800,1.0,5616.4,6515.02,6515.02
1801,1.0,5911.4,6857.22,6857.22
1802,1.0,0.0,0.0,0.0
1803,1.0,0.0,0.0,0.0
1804,1.0,1296.0,1503.36,1503.36
1805,1.0,360.0,417.6,417.6
1806,1.0,797.0,924.52,924.52
1807,1.0,1651.0,1915.16,1915.16
1808,1.0,6.55,7.6,7.6
1809,1.0,1560.0,1809.6,1809.6
1810,1.0,336.9,391.93,398.99
1811,1.0,0.0,0.0,0.0
1812,1.0,5950.08,6902.09,6902.09
1813,1.0,7330.0,8502.8,8502.8
1814,1.0,3118.0,3616.88,3616.88
1815,1.0,3920.0,4547.2,4547.2
1816,1.0,400.0,464.0,464.0
1817,1.0,6545.85,7200.44,7200.44
1818,1.0,18719.07,20590.98,20590.98
1819,1.0,758.0,758.0,758.0
1820,1.0,1335.29,1548.92,1548.92
1821,1.0,539.69,626.04,626.04
1822,1.0,14761.76,16237.93,16237.93
1823,1.0,436.0,505.76,505.76
1824,1.0,1500.0,1740.0,1740.0
1825,1.0,3725.0,4321.0,4321.0
1826,1.0,9133.3,9133.3,9133.3
1827,1.0,309.45,358.96,358.96
1828,1.0,13966.13,16200.71,16200.71
1829,1.0,0.0,0.0,16200.71
1830,1.0,0.0,0.0,16200.71
1831,1.0,0.0,0.0,16200.71
1832,1.0,0.0,0.0,16200.71
1833,1.0,0.0,0.0,16200.71
1834,1.0,0.0,0.0,16200.71
1835,1.0,0.0,0.0,16200.71
1836,1.0,0.0,0.0,16200.71
1837,1.0,0.0,0.0,16200.71
1838,1.0,0.0,0.0,16200.71
1839,1.0,0.0,0.0,16200.71
1840,1.0,1429.8,1659.69,1666.75
1841,1.0,0.0,0.0,0.0
1842,1.0,2906.98,2906.98,2906.98
1843,1.0,0.0,0.0,0.0
1844,1.0,4530.44,5255.31,5255.31
1845,1.0,4747.9,5507.56,5507.56
1846,1.0,7824.0,9075.84,9075.84
1847,1.0,0.0,0.0,1185.0
1848,1.0,0.0,0.0,353.0
1849,1.0,0.0,0.0,5378.95
1850,1.0,140.0,140.0,140.0
1851,1.0,0.0,0.0,0.0
1852,1.0,11760.56,13642.25,13642.25
1853,1.0,660.0,765.6,765.6
1854,1.0,2600.0,3016.0,3016.0
1855,1.0,0.0,0.0,0.0
1856,1.0,1129.5,1310.22,1310.22
1857,1.0,10000.0,11600.0,11600.0
1858,1.0,2398.0,2723.5,3027.0
1859,1.0,7830.0,9082.8,9082.8
1860,1.0,86.53,100.0,100.0
1861,1.0,67.24,78.0,78.0
1862,1.0,3405.17,3950.0,3950.0
1863,1.0,0.0,0.0,93.0
1864,1.0,259.6,300.0,300.0
1865,1.0,433.02,500.0,500.0
1866,1.0,312.87,362.93,362.93
1867,1.0,259.62,300.0,300.0
1868,1.0,163.06,189.15,189.15
1869,1.0,1357.6,1574.82,1574.82
1870,1.0,7056.72,8185.8,8185.8
1871,1.0,3528.36,4092.9,4092.9
1872,1.0,1540.0,1786.4,1786.4
1873,1.0,103.5,120.06,120.06
1874,1.0,0.0,0.0,0.0
1875,1.0,0.0,0.0,0.0
1876,1.0,294.25,341.33,341.33
1877,1.0,3300.0,3348.0,3348.0
1878,1.0,3300.0,3348.0,3348.0
1879,1.0,1824.18,2116.05,2116.05
1880,1.0,0.0,0.0,0.0
1881,1.0,0.0,0.0,0.0
1882,1.0,415.89,480.22,480.22
1883,1.0,200.0,232.0,232.0
1884,1.0,15.82,18.35,18.35
1885,1.0,3500.0,4060.0,4060.0
1886,1.0,840.0,974.4,974.4
1887,1.0,8424.0,9771.84,9771.84
1888,1.0,234.0,271.44,271.44
1889,1.0,0.0,0.0,0.0
1890,1.0,805.2,934.03,934.03
1891,1.0,39.6,45.94,45.94
1892,1.0,1284.0,1489.44,1489.44
1893,1.0,3327.75,3860.19,3860.19
1894,1.0,759.6,881.14,881.14
1895,1.0,1515.0,1757.4,1757.4
1896,1.0,1216.12,1410.7,1410.7
1897,1.0,1500.0,1740.0,1740.0
1898,1.0,174.0,201.84,201.84
1899,1.0,650.0,754.0,754.0
1900,1.0,286.06,331.83,331.83
1901,1.0,245.39,284.65,284.65
1902,1.0,1800.0,2088.0,2088.0
1903,1.0,5278.5,5307.06,5307.06
1904,1.0,4038.8,4685.0,4685.0
1905,1.0,1586.38,1840.2,1840.2
1906,1.0,540.0,626.4,626.4
1907,1.0,6382.42,7403.61,7403.61
1908,1.0,9900.0,11484.0,11484.0
1909,1.0,1269.09,1472.16,1472.16
1910,1.0,6073.07,6680.38,6680.38
1911,1.0,15671.03,17238.13,17238.13
1912,1.0,-1216.12,-1410.7,-1410.7
1913,1.0,2550.21,2942.44,2942.44
1914,1.0,200.01,232.01,232.01
1915,1.0,12937.68,14231.45,14231.45
1916,1.0,15000.0,17400.0,17400.0
1917,1.0,608.06,705.35,705.35
1918,1.0,-608.06,-705.35,-705.35
1919,1.0,0.0,0.0,0.0
1920,1.0,0.0,0.0,0.0
1921,1.0,478.47,555.03,555.03
1922,1.0,2398.0,2723.5,28600.0
1923,1.0,18.37,21.31,21.31
1924,1.0,3521.91,4085.42,4085.42
1925,1.0,0.0,0.0,0.0
1926,1.0,15.51,17.99,17.99
1927,1.0,144.0,144.0,144.0
1928,1.0,16700.0,16700.0,16700.0
1929,1.0,0.0,0.0,0.0
1930,1.0,490.0,568.4,568.4
1931,1.0,435.0,504.6,504.6
1932,1.0,11360.33,13177.99,13177.99
1933,1.0,5551.38,6439.6,6439.6
1934,1.0,5551.98,6440.3,6440.3
1935,1.0,2585.19,2837.0,1825.64
1936,1.0,-2585.19,-2837.0,-1825.64
1937,1.0,1250.0,1450.0,1450.0
1938,1.0,2255.0,2615.8,2615.8
1939,1.0,302.0,350.32,350.32
1940,1.0,210.0,243.6,243.6
1941,1.0,6000.0,6960.0,6960.0
1942,1.0,995.0,1154.2,1154.2
1943,1.0,0.0,0.0,0.0
1944,1.0,240.4,278.86,278.86
1945,1.0,515.73,598.25,598.25
1946,1.0,0.0,0.0,0.0
1947,1.0,898.7,1042.49,1042.49
1948,1.0,683.1,792.4,792.4
1949,1.0,630.0,730.8,730.8
1950,1.0,2400.0,2784.0,2784.0
1951,1.0,3197.7,3709.33,3709.33
1952,1.0,387.0,448.92,448.92
1953,1.0,0.0,0.0,0.0
1954,1.0,0.0,0.0,0.0
1955,1.0,490.0,568.4,568.4
1956,1.0,435.0,504.6,504.6
1957,1.0,0.0,0.0,0.0
1958,1.0,0.0,0.0,0.0
1959,1.0,0.0,0.0,0.0
1960,1.0,0.0,0.0,0.0
1961,1.0,0.0,0.0,0.0
1962,1.0,1033.62,1199.0,1199.0
1963,1.0,1291.38,1498.0,1498.0
1964,1.0,13369.2,13428.27,13428.27
1965,1.0,12240.0,14198.4,14198.4
1966,1.0,0.0,0.0,0.0
1967,1.0,259.6,300.0,300.0
1968,1.0,0.01,0.01,0.0
1969,1.0,0.01,0.01,0.0
1970,1.0,1439.2,1669.47,1669.47
1971,1.0,0.0,0.0,0.0
1972,1.0,3502.0,4062.32,4062.32
1973,1.0,160.0,185.6,185.6
1974,1.0,66.0,76.56,76.56
1975,1.0,473.28,549.01,549.01
1976,1.0,2206.41,2559.44,2559.44
1977,1.0,2072.21,2403.76,2403.76
1978,1.0,101.06,114.2,114.2
1979,1.0,5000.0,4766.5,4766.5
1980,1.0,500.0,580.0,580.0
1981,1.0,0.0,0.0,0.0
1982,1.0,160.94,186.69,186.69
1983,1.0,2472.99,2868.67,2868.67
1984,1.0,5335.0,6188.6,6188.6
1985,1.0,0.0,30.02,217.62
1986,1.0,6385.53,7024.08,7024.08
1987,1.0,2398.0,2723.5,3027.0
1988,1.0,17888.53,19677.38,19677.38
1989,1.0,2500.0,2900.0,2900.0
1990,1.0,395.0,458.2,458.2
1991,1.0,2058.33,2387.65,2387.65
1992,1.0,39.82,46.19,46.19
1993,1.0,270.0,313.2,313.2
1994,1.0,259.59,300.0,300.0
1995,1.0,880.0,1020.8,1020.8
1996,1.0,203.94,236.57,236.57
1997,1.0,14427.13,15869.84,15869.84
1998,1.0,0.0,0.0,0.0
1999,1.0,0.0,0.0,0.0
2000,1.0,0.0,0.0,0.0
2001,1.0,262.4,304.38,304.38
2002,1.0,182.0,211.12,211.12
2003,1.0,0.0,0.0,0.0
2004,1.0,43.1,50.0,50.0
2005,1.0,153.44,178.0,178.0
2006,1.0,3787.2,4393.15,4393.15
2007,1.0,379.32,440.01,440.01
2008,1.0,0.0,0.0,627.5
2009,1.0,52.47,60.87,60.87
2010,1.0,0.0,0.0,0.0
2011,1.0,0.0,0.0,0.0
2012,1.0,82.0,82.0,82.0
2013,1.0,0.0,0.0,0.0
2014,1.0,283.25,328.57,328.57
2015,1.0,1139.12,1321.38,1321.38
2016,1.0,5920.5,6867.78,6867.78
2017,1.0,180.0,180.0,180.0
2018,1.0,0.0,0.0,1569.3
2019,1.0,4461.79,5175.68,5175.68
2020,1.0,243.1,282.0,282.0
2021,1.0,430.5,499.38,499.38
2022,1.0,713.0,827.08,827.08
2023,1.0,0.0,0.0,0.0
2024,1.0,1300.0,1508.0,1508.0
2025,1.0,0.0,0.0,0.0
2026,1.0,544.83,632.0,632.0
2027,1.0,159.81,185.38,185.38
2028,1.0,1723.28,1999.0,1999.0
2029,1.0,0.0,0.0,0.0
2030,1.0,9200.0,10672.0,10672.0
2031,1.0,0.0,0.0,0.0
2032,1.0,827.59,960.0,960.0
2033,1.0,322.6,322.6,322.6
2034,1.0,0.0,0.0,0.0
2035,1.0,8620.69,10000.0,10000.0
2036,1.0,0.0,0.0,0.0
2037,1.0,2350.0,2726.0,2726.0
2038,1.0,19.76,22.92,22.92
2039,1.0,88.87,103.09,103.09
2040,1.0,292.5,339.3,339.3
2041,1.0,158.0,183.28,183.28
2042,1.0,1622.3,1881.87,1881.87
2043,1.0,4072.82,4724.48,4724.48
2044,1.0,0.0,0.0,499.0
2045,1.0,343.97,399.0,399.0
2046,1.0,2398.0,2723.5,3027.0
2047,1.0,79.12,91.78,91.78
2048,1.0,290.0,336.4,336.4
2049,1.0,6366.91,7003.61,7003.61
2050,1.0,5479.72,6291.53,6291.53
2051,1.0,17806.07,19586.68,19586.68
2052,1.0,980.0,1136.8,1136.8
2053,1.0,6235.0,7232.6,7232.6
2054,1.0,1688.01,1958.09,1958.09
2055,1.0,241.86,280.56,280.56
2056,1.0,5535.0,6420.6,6420.6
2057,1.0,14315.41,15746.96,15746.96
2058,1.0,980.72,1137.64,1137.64
2059,1.0,17620.0,20439.2,20439.2
2060,1.0,0.0,0.0,0.0
2061,1.0,0.0,0.0,0.0
2062,1.0,2000.0,2320.0,2320.0
2063,1.0,4310.34,5000.0,5000.0
2064,1.0,10804.85,10804.85,10804.85
2065,1.0,2398.0,2723.5,28600.0
2066,1.0,173.06,200.0,200.0
2067,1.0,153.23,177.75,177.75
2068,1.0,245.1,284.32,284.32
2069,1.0,7437.6,8627.62,8627.62
2070,1.0,0.0,0.0,2460.55
2071,1.0,216.0,216.0,216.0
2072,1.0,0.0,0.0,0.0
2073,1.0,2788.0,3234.08,3234.08
2074,1.0,0.0,0.0,0.0
2075,1.0,0.0,0.0,358.0
2076,1.0,258.63,300.01,300.01
2077,1.0,123.0,123.0,123.0
2078,1.0,0.0,0.0,0.0
2079,1.0,3503.25,4063.77,4063.77
2080,1.0,0.0,0.0,0.0
2081,1.0,1662.95,1929.02,1929.02
2082,1.0,9208.9,10682.32,10682.32
2083,1.0,0.0,0.0,0.0
2084,1.0,21.05,24.42,24.42
2085,1.0,900.0,1044.0,1044.0
2086,1.0,109.03,123.17,123.17
2087,1.0,352.0,408.32,408.32
2088,1.0,0.0,0.0,0.0
2089,1.0,3581.13,4154.11,4154.11
2090,1.0,797.58,925.19,925.19
2091,1.0,8250.0,9570.0,9570.0
2092,1.0,1600.0,1856.0,1856.0
2093,1.0,715.0,829.4,829.4
2094,1.0,389.39,450.0,450.0
2095,1.0,259.81,300.0,300.0
2096,1.0,618.0,716.88,716.88
2097,1.0,24.68,28.63,28.63
2098,1.0,4407.54,5112.76,5112.76
2099,1.0,8725.0,10121.0,10121.0
2100,1.0,3503.25,4063.77,4063.77
2101,1.0,5603.6,6500.18,6500.18
2102,1.0,0.0,0.0,0.0
2103,1.0,5901.8,6846.09,6846.09
2104,1.0,6992.72,7692.0,7692.0
2105,1.0,17806.07,19586.68,19586.68
2106,1.0,129.78,150.0,150.0
2107,1.0,1637.93,1900.0,1900.0
2108,1.0,0.0,0.0,0.0
2109,1.0,1776.17,2060.35,2060.35
2110,1.0,107.6,124.82,124.82
2111,1.0,8620.69,10000.0,10000.0
2112,1.0,15349.41,16884.36,16884.36
2113,1.0,0.0,0.0,0.0
2114,1.0,0.0,0.0,0.0
2115,1.0,15375.36,15375.36,15375.36
2116,1.0,0.0,0.0,0.0
2117,1.0,222.26,257.82,257.82
2118,1.0,343.96,398.99,398.99
2119,1.0,0.0,0.0,0.0
2120,1.0,0.0,0.0,2212.25
2121,1.0,0.0,0.0,459.2
2122,1.0,144.0,144.0,144.0
2123,1.0,2398.0,2723.5,3027.0
2124,1.0,1770.0,2053.2,2053.2
2125,1.0,605.72,700.0,700.0
2126,1.0,237.31,275.28,275.28
2127,1.0,13088.04,15182.13,15182.13
2128,1.0,0.0,0.0,0.0
2129,1.0,0.0,0.0,0.0
2130,1.0,2822.43,2822.43,2822.43
2131,1.0,0.0,0.0,0.0
2132,1.0,2402.0,2786.32,2786.32
2133,1.0,0.0,0.0,0.0
2134,1.0,20568.0,20658.88,20658.88
2135,1.0,259.6,300.0,300.0
2136,1.0,63.24,73.36,73.36
2137,1.0,1750.0,2030.0,2030.0
2138,1.0,43.26,50.0,50.0
2139,1.0,1204.96,1397.75,1397.75
2140,1.0,0.0,0.0,0.0
2141,1.0,4940.0,5730.4,5730.4
2142,1.0,4940.0,5730.4,5730.4
2143,1.0,696.5,807.94,807.94
2144,1.0,469.54,542.65,542.65
2145,1.0,36.96,42.87,42.87
2146,1.0,2098.08,2433.78,2433.78
2147,1.0,3250.0,3770.0,3770.0
2148,1.0,129.31,150.0,150.0
2149,1.0,6499.71,7149.68,7149.68
2150,1.0,153.45,178.0,178.0
2151,1.0,17806.07,19586.68,19586.68
2152,1.0,600.0,696.0,696.0
2153,1.0,138.38,160.52,160.52
2154,1.0,0.0,0.0,128.0
2155,1.0,1262.54,1464.54,1464.54
2156,1.0,720.79,836.12,836.12
2157,1.0,5278.5,5307.06,5307.06
2158,1.0,10380.82,12041.76,12041.76
2159,1.0,21072.34,23179.57,23179.57
2160,1.0,803.0,931.48,931.48
2161,1.0,7528.8,8733.41,8733.41
2162,1.0,0.0,0.0,0.0
2163,1.0,0.0,0.0,0.0
2164,1.0,1528.84,1773.46,1773.46
2165,1.0,2500.0,2900.0,2900.0
2166,1.0,315.95,366.5,366.5
2167,1.0,3112.0,3609.92,3609.92
2168,1.0,11284.22,11284.22,11284.22
2169,1.0,300.0,348.0,348.0
2170,1.0,432.66,500.0,500.0
2171,1.0,333.71,387.1,387.1
2172,1.0,139.31,161.6,161.6
2173,1.0,1222.54,1418.15,1418.15
2174,1.0,262.0,303.92,303.92
2175,1.0,4319.1,4751.01,4751.01
2176,1.0,113.02,131.1,131.1
2177,1.0,231.0,267.96,267.96
2178,1.0,144.0,144.0,144.0
2179,1.0,18385.13,21326.76,21326.76
2180,1.0,5000.0,5800.0,5800.0
2181,1.0,0.0,0.0,777.0
2182,1.0,3976.93,4613.24,4613.24
2183,1.0,2426.58,2814.83,2814.83
2184,1.0,670.8,778.13,778.13
2185,1.0,2524.7,2928.66,2928.66
2186,1.0,0.0,0.0,0.0
2187,1.0,3251.25,3771.45,3771.45
2188,1.0,0.0,0.0,0.0
2189,1.0,2456.9,2850.0,2850.0
2190,1.0,15000.0,17400.0,17400.0
2191,1.0,1980.0,2296.8,2296.8
2192,1.0,0.0,0.0,0.0
2193,1.0,0.0,0.0,0.0
2194,1.0,2398.0,2723.5,28600.0
